County,GEOID,License Number,Entity Name,DBA Name,Street Number,Street Name,City,State,Zip Code,geometry,TRACTCE,LSAD,ALAND,AWATER,pop_total,pop_white,housing_total,housing_owned,housing_rental,med_income,state,county,tract,_merge
ST. LAWRENCE,36089492800,750135,DOLGEN NEW YORK LLC,DOLLAR GENERAL #22686,3712,ST HWY 37,OGDENSBURG,NY,13669,POINT (449722.7888323318 4938196.258227411),492800,CT,275686886,41820481,3027,2858,1167,978,189,27148,36,89,492800,both
ST. LAWRENCE,36089492700,400309,DOLGEN NEW YORK LLC,DOLLAR GENERAL #10656,124,W MAIN ST,GOVERNEUR,NY,13642,POINT (462146.6434590693 4909076.169810913),492700,CT,184410078,2824347,7019,5891,2774,1858,916,30403,36,89,492700,both
ST. LAWRENCE,36089492600,736973,DOLGEN NEW YORK LLC,DOLLAR GENERAL #19679,109,NYS RT 3,HARRISVILLE,NY,13648,POINT (475242.2090196962 4890236.310050839),492600,CT,648542293,9797124,5730,5605,2379,2072,307,31035,36,89,492600,both
ST. LAWRENCE,36089492501,749811,DOLGEN NEW YORK LLC,DOLLAR GENERAL #22958,4149,STATE HWY 3,STAR LAKE,NY,13690,POINT (496784.8383626309 4889940.983394922),492501,CT,1065895805,51193750,2053,1897,906,753,153,26369,36,89,492501,both
ST. LAWRENCE,36089492301,729522,DOLGEN NEW YORK LLC,DOLLAR GENERAL #17784,4906,NYS RT 56,COLTON,NY,13625,POINT (504391.8706866679 4933797.782956492),492301,CT,217235603,6328008,2855,2788,1268,1015,253,39453,36,89,492301,both
ST. LAWRENCE,36089492000,400213,DOLGEN NEW YORK LLC,DOLLAR GENERAL 9582,5933,NYS HWY 11,CANTON,NY,13617,POINT (488485.8478516909 4938358.949080889),492000,CT,130945655,898144,4798,4551,1981,1322,659,46419,36,89,492000,both
ST. LAWRENCE,36089491700,730508,DOLGEN NEW YORK LLC,DOLLAR GENERAL # 17684,6,MCLIWEE RD,HEUVELTON,NY,13654,POINT (467362.947478243 4941184.844163886),491700,CT,169642767,14771516,4307,4182,1542,1296,246,32215,36,89,491700,both
ST. LAWRENCE,36089491700,400212,DOLGEN NEW YORK LLC,DOLLAR GENERAL 9558,7669,STATE HWY 68,OGDENSBURG,NY,13669,POINT (462425.3227821618 4948548.016921846),491700,CT,169642767,14771516,4307,4182,1542,1296,246,32215,36,89,491700,both
ST. LAWRENCE,36089491000,719871,DOLGEN NEW YORK LLC,DOLLAR GENERAL #16163,57,SOUTH MAIN STREET,NORWOOD,NY,13668,POINT (500563.5279486661 4954636.438434042),491000,CT,151010119,3385189,4697,4429,2077,1717,360,40453,36,89,491000,both
ST. LAWRENCE,36089490700,723013,DOLGEN NEW YORK LLC,DOLLAR GENERAL #16847,635,RT 11C,WINTHROP,NY,13697,POINT (516730.8308451319 4960023.105255859),490700,CT,479153508,3514799,6181,5967,2420,1841,579,35704,36,89,490700,both
ST. LAWRENCE,36089490600,753209,DOLGEN NEW YORK LLC,DOLLAR GENERAL #23623,8740,ROUTE 56,NORFOLK,NY,13667,POINT (501779.8263616023 4964745.045902254),490600,CT,146955090,2599602,4504,4403,1904,1390,514,31101,36,89,490600,both
ST. LAWRENCE,36089490500,739764,DOLGEN NEW YORK LLC,DOLLAR GENERAL #19569,1809,STATE HWY 345,MADRID,NY,13660,POINT (489960.7562809353 4954538.072775502),490500,CT,270885766,18038515,3736,3628,1529,1173,356,37536,36,89,490500,both
ST. LAWRENCE,36089490500,718995,DOLGEN NEW YORK LLC,DOLLAR GENERAL #15824,11997,STATE HWY 37,WADDINGTON,NY,13694,POINT (482761.5792992951 4967193.377052037),490500,CT,270885766,18038515,3736,3628,1529,1173,356,37536,36,89,490500,both
ST. LAWRENCE,36089490300,400215,DOLGEN NEW YORK LLC,DOLLAR GENERAL 9559,2,MALBY AVE,MASSENA,NY,13662,POINT (509726.2672437598 4974848.252653885),490300,CT,61612753,4026884,5289,4915,2463,1568,895,31534,36,89,490300,both
ST. LAWRENCE,36089490200,400230,DOLGEN NEW YORK LLC,DOLLAR GENERAL 6066,232,N MAIN ST,MASSENA,NY,13662,POINT (507875.2019279479 4976609.754785907),490200,CT,7799011,347101,3503,3306,1693,1215,478,40719,36,89,490200,both
SENECA,36099951000,744234,DOLGEN NEW YORK LLC,DOLLAR GENERAL #20950,8453,MAIN ST,INTERLAKEN,NY,14847,POINT (358604.8217410506 4719451.44976301),951000,CT,81287547,16045715,1917,1834,847,700,147,32417,36,99,951000,both
SENECA,36099950900,755860,DOLGEN NEW YORK LLC,DOLLAR GENERAL #24131,8530,NY-414,LODI,NY,14860,POINT (350477.3266066915 4719617.061155384),950900,CT,168491180,34870761,4533,4050,1708,1266,442,30899,36,99,950900,both
SENECA,36099950802,709066,DOLGEN NEW YORK LLC,DOLLAR GENERAL #6429,2173,ROUTE 96A,OVID,NY,14521,POINT (350764.875764364 4726975.40453433),950802,CT,178712104,70615278,4420,3913,1463,1054,409,27201,36,99,950802,both
SENECA,36099950600,450094,DOLGEN NEW YORK LLC,DOLLAR GENERAL #6841,1328,WATERLOO GENEVA RD,WATERLOO,NY,13165,POINT (346785.3182747646 4751773.203621311),950600,CT,32772263,336343,3679,3562,1586,1224,362,32872,36,99,950600,both
SCHUYLER,36097950500,754830,DOLGEN NEW YORK LLC,DOLLAR GENERAL #24002,6339,STATE RT 13,CAYUTA,NY,14824,POINT (360258.0832669543 4683909.658308563),950500,CT,184505223,1579047,4409,4340,1855,1300,555,30881,36,97,950500,both
SCHUYLER,36097950500,440061,DOLGEN NEW YORK LLC,DOLLAR GENERAL 6915,142,N CATHERINE ST,MONTOUR FALLS,NY,14865,POINT (347960.3483470171 4690276.70981747),950500,CT,184505223,1579047,4409,4340,1855,1300,555,30881,36,97,950500,both
SCHUYLER,36097950300,745162,DOLGEN NEW YORK LLC,DOLLAR GENERAL #21908,365,COUNTY RD 23,DUNDEE,NY,14837,POINT (328609.9289367801 4698856.324339417),950300,CT,236633986,7035659,2879,2785,1129,944,185,29167,36,97,950300,both
SCHUYLER,36015010200,739166,DOLGEN NEW YORK LLC,DOLLAR GENERAL STORE #19976,391,STATE ROUTE 414,BEAVER DAMS,NY,14812,POINT (338512.4325344546 4679561.862569791),10200,CT,197657258,440430,5799,5204,2339,2108,231,37986,36,15,10200,both
SCHOHARIE,36095740700,704152,DOLGEN NEW YORK LLC,DOLLAR GENERAL #13422,4503,NY 30,MIDDLEBURGH,NY,12122,POINT (554309.5559333969 4718021.692013741),740700,CT,201363200,466732,5407,5160,2423,1831,592,33255,36,95,740700,both
SCHOHARIE,36095740600,748402,DOLGEN NEW YORK LLC,DOLLAR GENERAL #21746,1273,STATE RD 10,JEFFERSON,NY,12093,POINT (532741.0016851609 4703341.277513002),740600,CT,368179663,1683284,2852,2744,1250,1120,130,38871,36,95,740600,both
SCHOHARIE,36095740500,728900,DOLGEN NEW YORK LLC,DOLLAR GENERAL #16110,393,MAIN STREET,RICHMONDVILLE,NY,12149,POINT (536625.6333706657 4720551.532899415),740500,CT,174163169,1199665,3648,3496,1502,1145,357,34844,36,95,740500,both
SCHOHARIE,36095740400,713615,DOLGEN NEW YORK LLC,DOLLAR GENERAL #14952,681,ROUTE 20,SHARON SPRINGS,NY,13459,POINT (532050.9538159671 4737094.656990531),740400,CT,283750505,791779,5191,4920,2055,1652,403,34476,36,95,740400,both
SCHOHARIE,36095740200,430064,DOLGEN NEW YORK LLC,DOLLAR GENERAL 7491,813,E MAIN ST,COBLESKILL,NY,12043,POINT (543155.6528816087 4725516.167381094),740200,CT,78698060,463379,5078,4879,2205,1199,1006,39518,36,95,740200,both
SCHENECTADY,36093033102,757293,DOLGEN NEW YORK LLC,DOLLAR GENERAL #24494,6250,DUANESBURG RD,DUANESBURG,NY,12056,POINT (571829.8086376563 4734949.381860031),33102,CT,183329990,3232878,6534,6102,2241,1835,406,43629,36,93,33102,both
SCHENECTADY,36093033102,719899,DOLGEN NEW YORK LLC,DOLLAR GENERAL #16215,3985,STATE HWY 30,ESPERANCE,NY,12066,POINT (561627.156450556 4734474.721991948),33102,CT,183329990,3232878,6534,6102,2241,1835,406,43629,36,93,33102,both
SCHENECTADY,36093032602,753207,DOLGEN NEW YORK LLC,DOLLAR GENERAL #20977,1225,MAIN ST,ROTTERDAM JUNCTION,NY,12150,POINT (578436.1531034114 4746843.534264087),32602,CT,60048381,1896395,4365,4035,1633,949,684,41100,36,93,32602,both
SCHENECTADY,36093032200,420277,DOLGEN NEW YORK LLC,DOLLAR GENERAL #6270,154,SAGANDAGA RD,SCOTIA,NY,12302,POINT (584117.1506530958 4742939.124190154),32200,CT,3438827,378715,4919,4671,1943,1457,486,42094,36,93,32200,both
SCHENECTADY,36093021200,738700,DOLGEN NEW YORK LLC,DOLLAR GENERAL #8749,2001,BROADWAY,SCHENECTADY,NY,12306,POINT (584666.9839668262 4738915.09477192),21200,CT,1165672,0,3189,2206,1256,708,548,27123,36,93,21200,both
SCHENECTADY,36093020900,420203,DOLGEN NEW YORK LLC,DOLLAR GENERAL 8895,1008,STATE ST,SCHENECTADY,NY,12307,POINT (587542.6822461121 4739467.02759709),20900,CT,737486,0,3621,748,1201,231,970,29468,36,93,20900,both
SCHENECTADY,36093020200,744226,DOLGEN NEW YORK LLC,DOLLAR GENERAL #21982,1936,VAN VRANKEN AVE,SCHENECTADY,NY,12308,POINT (588173.6497758434 4742256.739913474),20200,CT,1821139,226176,2154,1044,1078,436,642,36806,36,93,20200,both
SARATOGA,36091062200,410438,DOLGEN NEW YORK LLC,DOLLAR GENERAL #11706,1,PRICE CHOPPER PLAZA,MECHANICVILLE,NY,12118,POINT (607399.1326505656 4751673.772433748),62200,CT,1429179,204368,2948,2822,1472,472,1000,38542,36,91,62200,both
SARATOGA,36091061702,410206,DOLGEN NEW YORK LLC,DOLLAR GENERAL 8576,772,SARATOGA RD,BURNT HILLS,NY,12027,POINT (589566.7817515536 4750816.907010603),61702,CT,24664223,3242,4217,4144,1641,1334,307,53355,36,91,61702,both
SARATOGA,36091061701,714399,DOLGEN NEW YORK LLC,DOLLAR GENERAL #15552,1,DOMINIC DR,BALLSTON SPA,NY,12020,POINT (593652.6594667499 4759973.350272014),61701,CT,50925251,1193101,5776,5350,2240,1683,557,47485,36,91,61701,both
SARATOGA,36091061500,737245,DOLGEN NEW YORK LLC,DOLLAR GENERAL #19431,1800,NYS RT 29,GALWAY,NY,12074,POINT (577356.4352863514 4767337.786812572),61500,CT,113494742,3066692,3547,3529,1404,1255,149,49015,36,91,61500,both
SARATOGA,36091061401,719075,DOLGEN NEW YORK LLC,DOLLAR GENERAL #15734,162,W MILTON RD,BALLSTON SPA,NY,12020,POINT (587318.6064598362 4765466.216307893),61401,CT,60978894,58162,4842,4684,1874,1527,347,42563,36,91,61401,both
SARATOGA,36091060902,729106,DOLGEN NEW YORK LLC,DOLLAR GENERAL #16423,44,SPRING ST,SCHUYLERVILLE,NY,12871,POINT (615085.21020318 4773429.015025062),60902,CT,2679450,140897,1865,1816,770,449,321,37760,36,91,60902,both
SARATOGA,36091060800,733226,DOLGEN NEW YORK LLC,DOLLAR GENERAL #16997,51,LEONARD ST,GANSEVOORT,NY,12831,POINT (609957.1127608622 4784131.468074917),60800,CT,83652853,1603766,5099,4796,1949,1807,142,46038,36,91,60800,both
SARATOGA,36091060501,711740,DOLGEN NEW YORK LLC,DOLLAR GENERAL #14704,6367,RT 9N,HADLEY,NY,12835,POINT (594602.823962677 4794764.546211266),60501,CT,102834353,3573939,2017,1995,827,701,126,46667,36,91,60501,both
SARATOGA,36091060400,410291,DOLGEN NEW YORK LLC,DOLLAR GENERAL 6872,417,PALMER AVE,CORINTH,NY,12822,POINT (595813.028069097 4788813.765987893),60400,CT,2762585,102299,2627,2513,1019,652,367,31955,36,91,60400,both
SARATOGA,36091060200,410486,DOLGEN NEW YORK LLC,DOLLAR GENERAL #12932,104,SARATOGA AVE,S GLENS FALLS,NY,12803,POINT (610500.6189205148 4794068.013554902),60200,CT,3518293,341616,3612,3485,1693,789,904,28628,36,91,60200,both
RICHMOND,36085030302,730531,DOLGEN NEW YORK LLC,DOLLAR GENERAL # 19243,2264,FOREST AVE,STATEN ISLAND,NY,10303,POINT (570574.9989592663 4497648.699421664),30302,CT,908763,0,6569,3153,2069,1511,558,49393,36,85,30302,both
RICHMOND,36085002100,730529,DOLGEN NEW YORK LLC,DOLLAR GENERAL # 19242,135,CANAL ST,STATEN ISLAND,NY,10304,POINT (577968.3680243456 4497744.101752076),2100,CT,864360,2017877,4849,2420,1901,493,1408,41264,36,85,2100,both
RENSSELAER,36083052603,744482,DOLGEN NEW YORK LLC,DOLLAR GENERAL #21200,324,NY RTE 43,STEPHENTOWN,NY,12168,POINT (634030.218816063 4711913.227489875),52603,CT,149931221,508218,2879,2845,1253,1042,211,36441,36,83,52603,both
RENSSELAER,36083052103,728902,DOLGEN NEW YORK LLC,DOLLAR GENERAL #17476,18322,NYS ROUTE 22,BERLIN,NY,12022,POINT (633168.8245089962 4728452.397730984),52103,CT,154353157,827021,1781,1758,711,589,122,38009,36,83,52103,both
RENSSELAER,36083051701,704650,DOLGEN NEW YORK LLC,DOLLAR GENERAL #13920,21428,ST ROUTE 22,HOOSICK FALLS,NY,12090,POINT (633914.1105717829 4749939.312906805),51701,CT,159118139,292505,3396,3180,1280,919,361,27253,36,83,51701,both
RENSSELAER,36083040200,739168,DOLGEN NEW YORK LLC,DOLLAR GENERAL STORE #19865,396,2ND AVENUE,TROY,NY,12182,POINT (607972.0008524267 4735864.033653786),40200,CT,1239425,154820,3871,2704,1884,715,1169,29820,36,83,40200,both
QUEENS,36081103201,730566,DOLGEN NEW YORK LLC,DOLLAR GENERAL # 19221,1479,BEACH CHANNEL DR,FAR ROCKAWAY,NY,11691,POINT (605423.0940747955 4496197.804995548),103201,CT,399541,28173,5981,1542,1753,299,1454,26598,36,81,103201,both
QUEENS,36081094500,730548,DOLGEN NEW YORK LLC,DOLLAR GENERAL # 19219,13217,14TH AVE,COLLEGE POINT,NY,11356,POINT (598241.6998804765 4515807.040687513),94500,CT,1527718,872808,3654,2079,1172,853,319,36230,36,81,94500,both
QUEENS,36081062900,759990,DOLGEN NEW YORK LLC,DOLLAR GENERAL #19222,71-24,MYRTLE AVE,GLENDALE,NY,11385,POINT (594678.89501714 4506282.35625721),62900,CT,183530,0,3156,2101,1009,283,726,45025,36,81,62900,both
QUEENS,36081062900,730553,DOLGENCORP OF NEWYORK INC,DOLLAR GENERAL # 19222,7134,MYRTLE AVE,GLENDALE,NY,11385,POINT (594737.8691231826 4506283.735475326),62900,CT,183530,0,3156,2101,1009,283,726,45025,36,81,62900,both
QUEENS,36081058200,730522,DOLGEN NEW YORK LLC,DOLLAR GENERAL #19233,11335,SPRINGFIELD BLVD,QUEENS VILLAGE,NY,11429,POINT (606411.0797522839 4506568.946199642),58200,CT,563649,0,5034,169,1411,1179,232,42926,36,81,58200,both
QUEENS,36081054700,730559,DOLGEN NEW YORK LLC,DOLLAR GENERAL # 19234,1815,GATES AVE,RIDGEWOOD,NY,11385,POINT (592238.2634650616 4506439.580907592),54700,CT,129153,0,4595,3148,1479,415,1064,37342,36,81,54700,both
QUEENS,36081044400,730523,DOLGEN NEW YORK LLC,DOLLAR GENERAL # 19232,168-42,JAMAICA AVE,JAMAICA,NY,11432,POINT (602154.8278323142 4506906.859084406),44400,CT,897125,0,3693,293,990,323,667,29241,36,81,44400,both
QUEENS,36081027000,730518,DOLGEN NEW YORK LLC,DOLLAR GENERAL # 19225,11205,SUTPHIN BLVD,JAMAICA,NY,11435,POINT (601879.8312073015 4504757.095815651),27000,CT,185072,0,2002,425,407,316,91,40000,36,81,27000,both
QUEENS,36081012400,730513,DOLGEN NEW YORK LLC,DOLLAR GENERAL # 19231,112-12,JAMAICA AVE,RICHMOND HILL,NY,11418,POINT (598357.4717198737 4505842.055765805),12400,CT,197659,0,3101,769,858,314,544,30750,36,81,12400,both
QUEENS,36081005300,730574,DOLGENCORP OF NEW YORK LLC,DOLLAR GENERAL # 19203,3527,31ST ST,ASTORIA,NY,11106,POINT (590410.0496991844 4512372.612120274),5300,CT,196497,0,5039,3103,2373,352,2021,59274,36,81,5300,both
OTSEGO,36077591500,724300,DOLGEN NEW YORK LLC,DOLLAR GENERAL #17655,99,MAIN ST,MORRIS,NY,13808,POINT (479643.396245369 4710619.335094866),591500,CT,240598029,430366,3550,3427,1454,1249,205,32072,36,77,591500,both
OTSEGO,36077591402,745192,DOLGEN NEW YORK LLC,DOLLAR GENERAL #21671,1735,ST HWY 205,LAURENS,NY,13796,POINT (493911.6395202462 4709740.400098595),591402,CT,108906709,307363,2268,2215,1005,726,279,33320,36,77,591402,both
OTSEGO,36077591401,713612,DOLGEN NEW YORK LLC,DOLLAR GENERAL #14992,91,MAIN ST,OTEGO,NY,13825,POINT (484156.3555787144 4692726.599990263),591401,CT,118188960,195723,2889,2797,1218,818,400,26008,36,77,591401,both
OTSEGO,36077591100,360161,DOLGEN NEW YORK LLC,DOLLAR GENERAL #10652,76,CHESTNUT ST,ONEONTA,NY,13820,POINT (494602.1581839646 4700241.59812125),591100,CT,4220210,9943,2775,2315,1461,389,1072,21101,36,77,591100,both
OTSEGO,36077590702,724830,DOLGEN NEW YORK LLC,DOLLAR GENERAL #17787,318,MAIN ST,WORCESTER,NY,12197,POINT (521789.8499000264 4715932.782175389),590702,CT,120978821,422826,1987,1889,777,637,140,30550,36,77,590702,both
OTSEGO,36077590500,740186,DOLGEN NEW YORK LLC,DOLLAR GENERAL #20258,6373,ST HWY 7,MARYLAND,NY,12116,POINT (502830.8814733391 4704529.301148765),590500,CT,119453209,2665718,2889,2750,1239,889,350,29654,36,77,590500,both
OTSEGO,36077590401,728903,DOLGEN NEW YORK LLC,DOLLAR GENERAL #17580,1975,STATE ROUTE 80,EDMESTON,NY,13335,POINT (481883.8918279757 4727583.637033337),590401,CT,114739092,210742,1846,1701,676,574,102,32451,36,77,590401,both
OTSEGO,36077590301,360170,DOLGEN NEW YORK LLC,DOLLAR GENERAL #10942,188,E MAIN ST,RICHFIELD SPRINGS,NY,13439,POINT (501543.7482093686 4744414.076502214),590301,CT,79921675,4139033,2079,2063,857,616,241,31364,36,77,590301,both
OTSEGO,36077590201,712219,DOLGEN NEW YORK LLC,DOLLAR GENERAL #14993,4892,ST HWY 28,COOPERSTOWN,NY,13326,POINT (503443.0637122179 4723069.635945965),590201,CT,103820952,867068,2257,2174,929,733,196,32305,36,77,590201,both
OSWEGO,36075021501,745163,DOLGEN NEW YORK LLC,DOLLAR GENERAL #21707,4296,STATE ROUTE 104,MEXICO,NY,13114,POINT (393334.4486631695 4814954.122735749),21501,CT,80544758,5995613,2842,2774,1099,918,181,30908,36,75,21501,both
OSWEGO,36075021402,719272,DOLGEN NEW YORK LLC,DOLLAR GENERAL #16000,8,COLUMBIA AVENUE,OSWEGO,NY,13126,POINT (380536.6353103284 4806328.016687006),21402,CT,14923385,722709,1781,1681,739,609,130,40528,36,75,21402,both
OSWEGO,36075021300,350252,DOLGEN NEW YORK LLC,DOLLAR GENERAL #11152,952,CAYUGA ST,HANNIBAL,NY,13074,POINT (372003.7626090381 4797485.242296891),21300,CT,115655205,443349,4593,4407,1793,1430,363,29866,36,75,21300,both
OSWEGO,36075021101,350132,DOLGEN NEW YORK LLC,DOLLAR GENERAL 8596,126,CAYUGA ST,FULTON,NY,13069,POINT (385155.3867649141 4797772.364110783),21101,CT,2637107,259417,3353,3170,1400,692,708,31726,36,75,21101,both
OSWEGO,36075020800,745121,DOLGEN NEW YORK LLC,DOLLAR GENERAL #21343,1668,RT 45,FULTON,NY,13069,POINT (396069.7325481467 4802143.090705879),20800,CT,104800828,722284,3532,3247,1292,1099,193,40010,36,75,20800,both
OSWEGO,36075020703,750399,DOLGEN NEW YORK LLC,DOLLAR GENERAL #23128,1896,ROUTE 11,HASTINGS,NY,13076,POINT (406623.9863923389 4802482.66295433),20703,CT,85362427,100561,5008,4908,2027,1905,122,36628,36,75,20703,both
OSWEGO,36075020600,350164,DOLGEN NEW YORK LLC,DOLLAR GENERAL #6029,1573,STATE RT 49,CONSTANTIA,NY,13044,POINT (417802.9951968265 4789242.447719434),20600,CT,147023939,111128639,4836,4598,2045,1726,319,39464,36,75,20600,both
OSWEGO,36075020502,708998,DOLGEN NEW YORK LLC,DOLLAR GENERAL #14586,3091,COUNTY ROUTE 26,PARISH,NY,13131,POINT (409766.8903610731 4806303.999448714),20502,CT,134398547,1077648,2624,2524,1105,929,176,37188,36,75,20502,both
OSWEGO,36075020501,744479,DOLGEN NEW YORK LLC,DOLLAR GENERAL #21401,2340,STATE RTE 13,ALTMAR,NY,13302,POINT (418593.7732322324 4818094.212111365),20501,CT,101634390,904462,1813,1709,654,530,124,28688,36,75,20501,both
OSWEGO,36075020400,350209,DOLGEN NEW YORK LLC,DOLLAR GENERAL STR 6437,3391,MAIN ST,MEXICO,NY,13114,POINT (399633.8010824939 4812614.410628636),20400,CT,119842855,1855903,5073,4907,2106,1544,562,31828,36,75,20400,both
OSWEGO,36075020301,350124,DOLGEN NEW YORK LLC,DOLLAR GENERAL 8443,4913,N JEFFERSON ST,PULASKI,NY,13142,POINT (409046.2856103815 4824747.146941564),20301,CT,9032161,265483,2217,2186,943,521,422,34815,36,75,20301,both
OSWEGO,36075020202,350227,DOLGEN NEW YORK LLC,DOLLAR GENERAL #10640,6124,N MAIN ST,SANDY CREEK,NY,13145,POINT (412531.7713672747 4833296.127451947),20202,CT,6374602,7749,1293,1261,556,406,150,35893,36,75,20202,both
ORLEANS,36073401300,733232,DOLGEN NEW YORK LLC,DOLLAR GENERAL #18377,16669,ROOSEVELT HWY,KENDALL,NY,14476,POINT (253692.1128657453 4800677.528930828),401300,CT,164821172,1558999,4452,4181,1892,1672,220,36554,36,73,401300,both
ORLEANS,36073401200,750132,DOLGEN NEW YORK LLC,DOLLAR GENERAL #22562,30,N MAIN ST,LYNDONVILLE,NY,14098,POINT (225250.8437957174 4802163.272941227),401200,CT,130055678,673983,3378,3085,1330,1062,268,32030,36,73,401200,both
ORLEANS,36073040802,340098,DOLGEN NEW YORK LLC,DOLLAR GENERAL 5729,16684,RT 31,HOLLEY,NY,14470,POINT (253150.0464640505 4790408.45870567),40802,CT,80444171,102380,4686,4150,1914,1474,440,31806,36,73,40802,both
ORLEANS,36073040200,713654,DOLGEN NEW YORK LLC,DOLLAR GENERAL #15417,11349,RIDGE RD,MEDINA,NY,14103,POINT (224937.5427501135 4796092.710073629),40200,CT,124454956,210451,3142,2805,1432,1272,160,41875,36,73,40200,both
ORANGE,36071014101,331233,DOLGEN NEW YORK LLC,DOLLAR GENERAL #12222,2,LAKES RD,MONROE,NY,10950,POINT (567666.103446875 4575494.859736157),14101,CT,6074339,189671,4486,2755,1388,1035,353,41085,36,71,14101,both
ORANGE,36071012800,331344,DOLGEN NEW YORK LLC,DOLLAR GENERAL #13281,436,BLOOMING GROVE TPK,NEW WINDSOR,NY,12553,POINT (580282.1370970228 4590822.560947222),12800,CT,5950276,3990356,4892,3560,1890,1493,397,44773,36,71,12800,both
ORANGE,36071011702,750128,DOLGEN NEW YORK LLC,DOLLAR GENERAL #19908,748,ROUTE 284,WESTTOWN,NY,10998,POINT (538360.8685244521 4576033.054530875),11702,CT,59572166,373606,4503,4117,1439,1112,327,35964,36,71,11702,both
ORANGE,36071011602,730579,DOLGEN NEW YORK LLC,DOLLAR GENERAL # 17793,1035,ROUTE 209,CUDDEBACKVILLE,NY,12729,POINT (533941.3557690852 4590260.730674127),11602,CT,105570709,2375481,3921,2947,1544,1210,334,39150,36,71,11602,both
ORANGE,36071011500,745164,DOLGEN NEW YORK LLC,DOLLAR GENERAL #21504,1650,RTE 211,OTISVILLE,NY,10963,POINT (539765.3028226963 4591033.903197011),11500,CT,65096340,937239,6673,4805,2097,1630,467,38963,36,71,11500,both
ORANGE,36071011200,331374,DOLGEN NEW YORK LLC,DOLLAR GENERAL #13496,280,RT 211 E,MIDDLETOWN,NY,10940,POINT (550135.9288123872 4589373.676874392),11200,CT,9648286,57335,4472,2082,1893,1335,558,41700,36,71,11200,both
ORANGE,36071010802,716798,DOLGEN NEW YORK LLC,DOLLAR GENERAL #15087,1170,ST RT 17K,MONTGOMERY,NY,12549,POINT (565313.4194118761 4597472.833325118),10802,CT,13608084,349880,5863,4567,1979,1299,680,42500,36,71,10802,both
ORANGE,36071010802,710940,DOLGEN NEW YORK LLC,DOLLAR GENERAL #14171,1065,STATE ROUTE 52,WALDEN,NY,12586,POINT (568903.0152961854 4601561.964322128),10802,CT,13608084,349880,5863,4567,1979,1299,680,42500,36,71,10802,both
ORANGE,36071010400,331387,DOLGEN NEW YORK LLC,DOLLAR GENERAL #13753,16,RT 17K,NEWBURGH,NY,12550,POINT (579151.0158517067 4595078.25866776),10400,CT,9450099,109436,3717,2297,1593,961,632,43721,36,71,10400,both
ORANGE,36071010200,753669,DOLGEN NEW YORK LLC,DOLLAR GENERAL #21171,5280,US ROUTE 9W,NEWBURGH,NY,12550,POINT (582978.0450242581 4600566.324342586),10200,CT,11786535,3857160,5334,3645,2000,1692,308,49039,36,71,10200,both
ORANGE,36071002200,331381,DOLGEN NEW YORK LLC,DOLLAR GENERAL #13706,191,JERSEY AVE,PORT JERVIS,NY,12771,POINT (526224.5274688225 4579447.497980661),2200,CT,1266294,34426,2554,2320,1504,520,984,24659,36,71,2200,both
ORANGE,36071001500,331337,DOLGEN NEW YORK LLC,DOLLAR GENERAL #13210,65,DOLSON AVE,MIDDLETOWN,NY,10940,POINT (548273.8683072532 4587107.807765786),1500,CT,2935837,17085,4628,2900,1813,896,917,32229,36,71,1500,both
ONTARIO,36069052200,320243,DOLGEN NEW YORK LLC,DOLLAR GENERAL ST 10552,187,STATE RT 21,NAPLES,NY,14512,POINT (303520.1185273618 4721903.371376665),52200,CT,102827942,174,2479,2399,981,777,204,27860,36,69,52200,both
ONTARIO,36069052003,749775,DOLGEN NEW YORK LLC,DOLLAR GENERAL #10079,8673,MAIN ST,HONEOYE,NY,14471,POINT (294518.8069705531 4740469.950479967),52003,CT,38135363,5077036,1589,1539,720,465,255,37150,36,69,52003,both
ONTARIO,36069051700,708231,DOLGEN NEW YORK LLC,DOLLAR GENERAL #14405,194,NORTH EXCHANGE ST,GENEVA,NY,14456,POINT (338520.9665215843 4749713.629133296),51700,CT,3686416,0,2804,1947,1137,540,597,26484,36,69,51700,both
ONTARIO,36069050800,320187,DOLGEN NEW YORK LLC,DOLLAR GENERAL STR 8308,74,WEST AVE,CANANDAIGUA,NY,14424,POINT (313389.2985474205 4750848.07728206),50800,CT,2989427,0,3057,2973,1397,510,887,26215,36,69,50800,both
ONTARIO,36069050502,740602,DOLGEN NEW YORK LLC,DOLLAR GENERAL STORE #20442,9212,ROUTE 5 & 20,W BLOOMFIELD,NY,14469,POINT (291946.6332585586 4753648.903024146),50502,CT,65944134,101008,2378,2289,1036,961,75,39826,36,69,50502,both
ONTARIO,36069050501,715563,DOLGEN NEW YORK LLC,DOLLAR GENERAL 15283,7463,RT 5 & 20,BLOOMFIELD,NY,14469,POINT (300631.5070234453 4752242.196999272),50501,CT,85973367,360310,3559,3468,1491,1126,365,29444,36,69,50501,both
ONTARIO,36069050302,320247,DOLGEN NEW YORK LLC,DOLLAR GENERAL #11107,86,S MAIN ST,MANCHESTER,NY,14504,POINT (318010.4859585278 4759210.990801084),50302,CT,19541074,0,4209,4123,1651,1305,346,35082,36,69,50302,both
ONONDAGA,36067016901,310752,DOLGEN NEW YORK LLC,DOLLAR GENERAL 6404,475,ST RT 281,TULLY,NY,13159,POINT (408231.0856039615 4738578.331455313),16901,CT,67012616,1358725,2679,2604,1087,867,220,48924,36,67,16901,both
