County,GEOID,License Number,Entity Name,DBA Name,Street Number,Street Name,City,State,Zip Code,geometry,TRACTCE,LSAD,ALAND,AWATER,pop_total,pop_white,housing_total,housing_owned,housing_rental,med_income,state,county,tract,_merge
LIVINGSTON,36051030100,240140,DOLGEN NEW YORK LLC,DOLLAR GENERAL #6318,3337,CALEDONIA-AVON RD,CALEDONIA,NY,14423,POINT (268204.8499002617 4760827.969812734),30100,CT,113634935,650302,4119,3699,1702,1379,323,37543,36,51,30100,both
LEWIS,36049950700,230085,DOLGEN NEW YORK LLC,DOLLAR GENERAL #11550,6804,MCALPINE ST,LYONS FALLS,NY,13368,POINT (470383.0362451775 4829595.394192133),950700,CT,961691870,3743715,5135,4934,2002,1686,316,32260,36,49,950700,both
LEWIS,36049950500,759933,DOLGEN NEW YORK LLC,DOLLAR GENERAL #30025,6163,SOLOMAN RD,GLENFIELD,NY,13343,POINT (466980.6173113484 4840856.672843817),950500,CT,269609155,928898,2397,2294,987,755,232,36821,36,49,950500,both
LEWIS,36049950302,746906,DOLGEN NEW YORK LLC,DOLLAR GENERAL #21446,10024,STATE RT 12,COPENHAGEN,NY,13626,POINT (445364.0451613234 4860736.093184591),950302,CT,321420783,1403432,4218,3884,1495,1172,323,38950,36,49,950302,both
LEWIS,36049950302,230078,DOLGEN NEW YORK LLC,DOLLAR GENERAL #11150,7623,N STATE ST,LOWVILLE,NY,13367,POINT (460333.5832323603 4848348.22590751),950302,CT,321420783,1403432,4218,3884,1495,1172,323,38950,36,49,950302,both
LEWIS,36049950101,729489,DOLGEN NEW YORK LLC,DOLLAR GENERAL #17843,9680,STATE RT 812,CROGHAN,NY,13327,POINT (468646.301965713 4859609.685835876),950101,CT,336349059,4173393,2354,2343,909,771,138,37731,36,49,950101,both
KINGS,36047096800,730570,DOLGEN NEW YORK LLC,DOLLAR GENERAL # 19214,1450,ROCKAWAY PARKWAY,BROOKLYN,NY,11236,POINT (592848.6173432772 4499894.554406459),96800,CT,149019,0,1549,22,423,285,138,41611,36,47,96800,both
KINGS,36047089200,730573,DOLGEN NEW YORK LLC,DOLLAR GENERAL # 19212,112,E 98TH ST #126,BROOKLYN,NY,11212,POINT (591121.0821087193 4502015.5425521),89200,CT,179663,0,3224,84,1628,57,1571,28083,36,47,89200,both
KINGS,36047084000,730547,DOLGEN NEW YORK LLC,DOLLAR GENERAL # 19218,4602,AVENUE D,BROOKLYN,NY,11203,POINT (590224.1815307342 4499541.484643538),84000,CT,170057,0,2703,34,830,551,279,36817,36,47,84000,both
KINGS,36047083600,730545,DOLGEN NEW YORK LLC,DOLLAR GENERAL #19217,4118,FARRAGUT RD,BROOKLYN,NY,11210,POINT (589893.8798028578 4498979.843881078),83600,CT,208197,0,2048,0,694,452,242,40417,36,47,83600,both
KINGS,36047068000,730633,DOLGEN NEW YORK LLC,DOLLAR GENERAL #19215,2027,UTICA AVE,BROOKLYN,NY,11234,POINT (590752.4397887064 4497389.006179778),68000,CT,168859,0,2153,184,680,476,204,46625,36,47,68000,both
KINGS,36047039300,730571,DOLGENCORP OF NEW YORK LLC,DOLLAR GENERAL # 19213,1192,MYRTLE AVE,BROOKLYN,NY,11221,POINT (590298.5421604086 4505707.457219854),39300,CT,189603,0,4012,1692,1487,405,1082,43807,36,47,39300,both
KINGS,36047036502,730568,DOLGENCORP OF NEW YORK LLC,DOLLAR GENERAL # 19216,226,MOTHER GASTON BLVD,BROOKLYN,NY,11233,POINT (592244.5066638386 4503100.846915144),36502,CT,122056,0,1562,167,503,109,394,37401,36,47,36502,both
JEFFERSON,36045062500,754448,DOLGEN NEW YORK LLC,DOLLAR GENERAL #23538,12301,STATE RT 193,ELLISBURG,NY,13636,POINT (409300.8444250803 4843318.010577275),62500,CT,342061371,4669240,3001,2929,1053,942,111,40532,36,45,62500,both
JEFFERSON,36045061801,220229,DOLGEN NEW YORK LLC,DOLLAR GENERAL 6375,10757,US RT 11,ADAMS,NY,13605,POINT (417806.006248033 4852820.015154901),61801,CT,119082451,43831,3477,3352,1373,965,408,28824,36,45,61801,both
JEFFERSON,36045061500,220152,DOLGEN NEW YORK LLC,DOLLAR GENERAL 8676,1222,ARSENAL ST,WATERTOWN,NY,13601,POINT (424267.0849333884 4869883.302355568),61500,CT,6070159,97739,4163,3440,1876,666,1210,27725,36,45,61500,both
JEFFERSON,36045061200,220347,DOLGEN NEW YORK LLC,DOLLAR GENERAL #9496,144,EASTERN BLVD STE 14,WATERTOWN,NY,13601,POINT (429520.639266344 4868777.381397041),61200,CT,2286196,551010,3188,2546,1198,348,850,30378,36,45,61200,both
JEFFERSON,36045061102,220251,DOLGEN NEW YORK LLC,DOLLAR GENERAL #6904,28525,NY STATE RT 3,BLACK RIVER,NY,13612,POINT (435881.8126054759 4872888.93126376),61102,CT,32839141,692534,2506,2318,1097,661,436,29806,36,45,61102,both
JEFFERSON,36045061101,752249,DOLGEN NEW YORK LLC,DOLLAR GENERAL #22995,32270,STATE RT 3,CARTHAGE,NY,13619,POINT (441612.4789047964 4875234.415795261),61101,CT,72976395,666488,2456,2361,963,679,284,29461,36,45,61101,both
JEFFERSON,36045061000,759988,DOLGEN NEW YORK LLC,DOLLAR GENERAL #30022,29,N BROAD ST,CARTHAGE,NY,13619,POINT (449684.0594371145 4868902.719423912),61000,CT,57271125,1591440,3268,2762,1396,706,690,31684,36,45,61000,both
JEFFERSON,36045060902,220153,DOLGEN NEW YORK LLC,DOLLAR GENERAL 8700,700,WEST END AVE,CARTHAGE,NY,13619,POINT (450343.1521404609 4870540.389062006),60902,CT,18426311,1369290,2932,2474,1051,720,331,40139,36,45,60902,both
JEFFERSON,36045060601,220169,DOLGEN NEW YORK LLC,DOLLAR GENERAL 9086,2,S MAIN ST PO BOX 28,PHILADELPHIA,NY,13673,POINT (443270.7865590893 4888382.119203581),60601,CT,120882084,74520,2947,2714,1141,659,482,32672,36,45,60601,both
JEFFERSON,36045060500,220342,DOLGEN NEW YORK LLC,DOLLAR GENERAL #12614,22075,STATE RT 11,WATERTOWN,NY,13601,POINT (427470.2629747415 4871665.138486788),60500,CT,222628993,5211796,5129,4078,1903,1236,667,36574,36,45,60500,both
JEFFERSON,36045060402,749744,DOLGEN NEW YORK LLC,DOLLAR GENERAL #22520,16234,FOSTER PARK RD,DEXTER,NY,13634,POINT (416059.924584608 4872540.349619943),60402,CT,60637804,6136963,2648,2544,1220,693,527,46713,36,45,60402,both
JEFFERSON,36045060402,725026,DOLGEN NEW YORK LLC,DOLLAR GENERAL STORE #17286,17953,COUNTY RT 75,SACKETS HARBOR,NY,13685,POINT (411025.8752589581 4864418.106761526),60402,CT,60637804,6136963,2648,2544,1220,693,527,46713,36,45,60402,both
JEFFERSON,36045060401,220313,DOLGEN NEW YORK LLC,DOLLAR GENERAL #11222,12644,ST RT 12,CHAUMONT,NY,13622,POINT (418467.6729467929 4884289.887758801),60401,CT,140000840,3957381,3554,3493,1469,1208,261,30669,36,45,60401,both
JEFFERSON,36045060301,739761,DOLGEN NEW YORK LLC,DOLLAR GENERAL #19585,2137,S JAMES ST,CAPE VINCENT,NY,13618,POINT (393762.1641799642 4885857.180205934),60301,CT,117505181,6269382,1415,1338,635,549,86,27411,36,45,60301,both
JEFFERSON,36045060101,740226,DOLGEN NEW YORK LLC,DOLLAR GENERAL #19591,43450,STATE RT 12,ALEXANDRIA BAY,NY,13607,POINT (422952.0191613719 4905356.086933441),60101,CT,159324050,13272533,2123,2082,788,755,33,28073,36,45,60101,both
JEFFERSON,36045060101,722843,DOLGEN NEW YORK LLC,DOLLAR GENERAL #16606,27531,WILSON ROAD,THERESA,NY,13691,POINT (434390.607704338 4896947.355348404),60101,CT,159324050,13272533,2123,2082,788,755,33,28073,36,45,60101,both
HERKIMER,36043011400,753265,DOLGEN NEW YORK LLC,DOLLAR GENERAL #23760,8290,STATE RT 28,NEWPORT,NY,13416,POINT (496858.5129692074 4783406.524012047),11400,CT,281955763,2273683,4559,4476,1685,1428,257,36264,36,43,11400,both
HERKIMER,36043011302,738951,DOLGEN NEW YORK LLC,DOLLAR GENERAL #19944,2102,STATE RT 5,UTICA,NY,13502,POINT (486793.6408181203 4772342.915454432),11302,CT,103273348,927026,3336,3196,1463,1105,358,34681,36,43,11302,both
HERKIMER,36043011100,210083,DOLGEN NEW YORK LLC,DOLLAR GENERAL 9098,110,E STATE ST,HERKIMER,NY,13350,POINT (501235.319523124 4763648.793804362),11100,CT,2228218,230517,2473,2102,1114,460,654,31598,36,43,11100,both
HERKIMER,36043011001,210131,DOLGEN NEW YORK LLC,DOLLAR GENERAL #11102,1,STEWART ST,DOLGEVILLE,NY,13329,POINT (517819.5318440073 4771247.279459284),11001,CT,3932474,42974,2349,2308,921,514,407,27500,36,43,11001,both
HERKIMER,36043010702,210070,DOLGEN NEW YORK LLC,DOLLAR GENERAL 8373,522,ALBANY ST,LITTLE FALLS,NY,13365,POINT (511510.3492706572 4765517.404880987),10702,CT,5239706,345853,2230,2212,911,607,304,27175,36,43,10702,both
HERKIMER,36043010201,753211,DOLGEN NEW YORK LLC,DOLLAR GENERAL #23909,4225,ACME RD,FRANKFORT,NY,13340,POINT (495072.1401767283 4764121.119557776),10201,CT,4850242,135700,3521,3146,1457,1208,249,33995,36,43,10201,both
HERKIMER,36043010100,738952,DOLGEN NEW YORK LLC,DOLLAR GENERAL #20834,166,SOUTH ST,WEST WINFIELD,NY,13491,POINT (484305.0694722725 4747913.365194889),10100,CT,328295038,1093782,6035,5931,2239,1838,401,31200,36,43,10100,both
GREENE,36039081101,717599,DOLGEN NEW YORK LLC,DOLLAR GENERAL #15881,729,RT 32A,PALENVILLE,NY,12463,POINT (580954.1121667557 4669587.343386687),81101,CT,77415526,241436,4516,4260,1879,1426,453,39981,36,39,81101,both
GREENE,36039080900,734526,DOLGEN NEW YORK LLC,DOLLAR GENERAL STORE #16748,9718,ROUTE 9W,ATHENS,NY,12015,POINT (594560.6609163779 4682598.898688601),80900,CT,67977451,6792137,3940,3706,1585,1326,259,40057,36,39,80900,both
GREENE,36039080600,190121,DOLGEN NEW YORK LLC,DOLLAR GENERAL 6540,11776,RT 9W,COXSACKIE,NY,12051,POINT (596034.210823896 4690336.166456151),80600,CT,85535951,2597572,3102,2840,1105,957,148,43281,36,39,80600,both
GREENE,36039080404,728622,DOLGEN NEW YORK LLC,DOLLAR GENERAL #16252,6459,NYS 23A,TANNERSVILLE,NY,12485,POINT (569810.7713755518 4671628.537807877),80404,CT,176981239,276871,1775,1743,564,368,196,35117,36,39,80404,both
GREENE,36039080202,730510,DOLGEN NEW YORK LLC,DOLLAR GENERAL #17472,3647,RTE 145,EAST DURHAM,NY,12423,POINT (570477.6803463079 4693788.898221348),80202,CT,127723671,107280,2654,2251,939,709,230,27488,36,39,80202,both
GREENE,36039080201,190140,DOLGEN NEW YORK LLC,DOLLAR GENERAL #10430,4,COUNTRY ESTATES RD,GREENVILLE,NY,12083,POINT (580780.1601638217 4697454.75093649),80201,CT,100460849,766062,3562,3371,1427,1300,127,37133,36,39,80201,both
GENESEE,36037951400,757481,DOLGEN NEW YORK LLC,DOLLAR GENERAL #24659,1658,BROADWAY RD,DARIEN CENTER,NY,14040,POINT (225008.1907164715 4755362.9213574),951400,CT,214550652,816869,5807,5640,2130,1878,252,37483,36,37,951400,both
GENESEE,36037951400,180147,DOLGEN NEW YORK LLC,DOLLAR GENERAL #10405,11281,ALEXANDER RD,ATTICA,NY,14011,POINT (231845.591091976 4751662.863550539),951400,CT,214550652,816869,5807,5640,2130,1878,252,37483,36,37,951400,both
GENESEE,36037951300,719896,DOLGEN NEW YORK LLC,DOLLAR GENERAL #16178,7067,BIG TREE RD,PAVILION,NY,14525,POINT (253865.3558612016 4750744.36602356),951300,CT,185565527,368148,4214,3854,1697,1370,327,37923,36,37,951300,both
GENESEE,36037951200,180107,DOLGEN NEW YORK LLC,DOLLAR GENERAL #6107,3,WEST AVE,LEROY,NY,14482,POINT (255104.8054591693 4762885.711103218),951200,CT,16870319,78111,4625,4371,2115,1421,694,32892,36,37,951200,both
GENESEE,36037951000,180086,DOLGEN NEW YORK LLC,DOLLAR GENERAL 8105,412,E MAIN ST,BATAVIA,NY,14020,POINT (241158.996645788 4765210.505141101),951000,CT,2965234,209531,2394,1894,1042,480,562,26422,36,37,951000,both
GENESEE,36037950402,735099,DOLGEN NEW YORK LLC,DOLLAR GENERAL #19400,2666,W MAIN ST,BATAVIA,NY,14036,POINT (230598.6154558547 4765676.194611757),950402,CT,60485391,518265,3802,3668,1611,1444,167,38208,36,37,950402,both
GENESEE,36037950301,723753,DOLGEN NEW YORK LLC,DOLLAR GENERAL #16948,9195,ALLEGHANY RD,CORFU,NY,14036,POINT (222250.9375365405 4762797.768191964),950301,CT,67914893,78738,2920,2735,1219,870,349,36182,36,37,950301,both
GENESEE,36037950200,712082,DOLGEN NEW YORK LLC,DOLLAR GENERAL 14869,111,N MAIN ST,OAKFIELD,NY,14125,POINT (233292.5213514245 4773773.576681264),950200,CT,152701859,1725279,5099,4642,1935,1471,464,32523,36,37,950200,both
GENESEE,36037950100,758545,DOLGEN NEW YORK LLC,DOLLAR GENERAL #25187,6329,ROUTE 262,BYRON,NY,14422,POINT (250609.7958424664 4774224.586948497),950100,CT,154806278,295701,5058,4883,1942,1661,281,40845,36,37,950100,both
FULTON,36035971200,730564,DOLGEN NEW YORK LLC,DOLLAR GENERAL # 19226,200,N COMRIE AVE,JOHNSTOWN,NY,12095,POINT (552167.859993047 4762558.812745082),971200,CT,4873800,0,3869,3560,1684,883,801,33465,36,35,971200,both
FULTON,36035971100,170121,DOLGEN NEW YORK LLC,DOLLAR GENERAL #10237,372,N MAIN ST,GLOVERSVILLE,NY,12078,POINT (553715.7746702096 4768048.047130314),971100,CT,1382762,0,2484,2097,1036,509,527,25880,36,35,971100,both
FULTON,36035970601,170123,DOLGEN NEW YORK LLC,DOLLAR GENERAL #10752,37,ARTERIAL PLAZA,GLOVERSVILLE,NY,12078,POINT (554940.5011519931 4767471.965679867),970601,CT,66158891,438439,4123,3752,1573,1393,180,37418,36,35,970601,both
FULTON,36035970400,744230,DOLGEN NEW YORK LLC,DOLLAR GENERAL #20951,3237,RTE 29A,CAROGA LAKE,NY,12032,POINT (542262.6272350597 4776220.599428198),970400,CT,279079227,15372598,1678,1523,789,704,85,35077,36,35,970400,both
FULTON,36035970300,708993,DOLGEN NEW YORK LLC,DOLLAR GENERAL #14669,111,BELLEN RD,BROADALBIN,NY,12025,POINT (564186.242794425 4766443.787838067),970300,CT,53587989,5223685,3356,3157,1463,1185,278,35759,36,35,970300,both
FULTON,36035970200,719162,DOLGEN NEW YORK LLC,DOLLAR GENERAL #15744,2480,STATE HIGHWAY 30,MAYFIELD,NY,12117,POINT (559504.8331563193 4773226.229870249),970200,CT,97627724,11089889,2867,2789,1158,929,229,39591,36,35,970200,both
FRANKLIN,36033952000,752250,DOLGEN NEW YORK LLC,DOLLAR GENERAL #23337,1329,STATE RT 122,CONSTABLE,NY,12926,POINT (556888.8472944567 4975503.615664294),952000,CT,354571285,62808,5202,4899,2032,1590,442,35770,36,33,952000,both
FRANKLIN,36033952000,749773,DOLGEN NEW YORK LLC,DOLLAR GENERAL #22010,94,W MAIN ST,CHATEAUGAY,NY,12920,POINT (572231.0999856484 4975141.502635421),952000,CT,354571285,62808,5202,4899,2032,1590,442,35770,36,33,952000,both
FRANKLIN,36033951300,730577,DOLGEN NEW YORK LLC,DOLLAR GENERAL # 17932,116,COUNTY ROUTE 5,DICKINSON CENTER,NY,12930,POINT (535953.5671355682 4947573.410234039),951300,CT,221390021,405556,1580,1463,564,467,97,36344,36,33,951300,both
FRANKLIN,36033951100,160114,DOLGENCORP OF NEW YORK INC,DOLLAR GENERAL 6014,16,"DEMARS BLVD, STE 5",TUPPER LAKE,NY,12986,POINT (542931.634902872 4897261.768586033),951100,CT,184989012,21201815,3374,3104,1345,914,431,38633,36,33,951100,both
FRANKLIN,36033951000,730525,DOLGEN NEW YORK LLC,DOLLAR GENERAL # 19239,245,BROADWAY STE 2,SARANAC LAKE,NY,12983,POINT (568632.9311705023 4909202.132157217),951000,CT,96664004,24820934,2100,2067,938,611,327,36184,36,33,951000,both
FRANKLIN,36033950502,160129,DOLGEN NEW YORK LLC,DOLLAR GENERAL #7325,3321,STATE RT 11,MALONE,NY,12953,POINT (553814.8461100616 4966293.002111888),950502,CT,114073486,1379600,5946,2950,872,793,79,32038,36,33,950502,both
FRANKLIN,36033950301,719892,DOLGEN NEW YORK LLC,DOLLAR GENERAL #16269,884,STATE RT 11,MOIRA,NY,12957,POINT (535711.8046239307 4963160.473601187),950301,CT,228815831,0,5050,4684,1976,1430,546,31063,36,33,950301,both
FRANKLIN,36033950200,717878,DOLGEN NEW YORK LLC,DOLLAR GENERAL 15825,2301,STATE RT 37,FORT COVINGTON,NY,12937,POINT (538553.5777269036 4981241.133835429),950200,CT,277936242,360340,4842,4150,1930,1361,569,27020,36,33,950200,both
ESSEX,36031961300,150197,DOLGEN NEW YORK LLC,DOLLAR GENERAL #10970,925,US RT 9,SCHROON LAKE,NY,12870,POINT (598716.4257186693 4853650.465057209),961300,CT,343635540,22600340,1825,1805,893,728,165,31458,36,31,961300,both
ESSEX,36031961002,758857,DOLGEN NEW YORK LLC,DOLLAR GENERAL #25167,3192,PLANK RD,MORIAH,NY,12960,POINT (618918.5979090664 4882583.334697604),961002,CT,58858955,15910765,3302,3027,1412,1046,366,30781,36,31,961002,both
ESSEX,36031961002,150209,DOLGEN NEW YORK LLC,DOLLAR GENERAL #18555,4375,MAIN ST,PORT HENRY,NY,12974,POINT (623539.8802870577 4878813.582017158),961002,CT,58858955,15910765,3302,3027,1412,1046,366,30781,36,31,961002,both
ESSEX,36031960800,754447,DOLGEN NEW YORK LLC,DOLLAR GENERAL #24203,3954,NYS RT 22,WILLSBORO,NY,12996,POINT (627478.0624877923 4914444.810263705),960800,CT,110623845,79439873,1979,1803,898,779,119,32813,36,31,960800,both
ESSEX,36031960300,749790,DOLGEN NEW YORK LLC,DOLLAR GENERAL #22214,1790,E MAIN ST,BLOOMINGDALE,NY,12913,POINT (573342.2648585291 4917874.453680254),960300,CT,315291733,3063870,2714,2670,1265,1050,215,41111,36,31,960300,both
ERIE,36029017302,749809,DOLGEN NEW YORK LLC,DOLLAR GENERAL #22710,5203,SENECA ST,W SENECA,NY,14224,POINT (196600.9995974532 4749114.361436673),17302,CT,6985674,30893,4375,4316,1851,1297,554,35362,36,29,17302,both
ERIE,36029017100,714395,DOLGEN NEW YORK LLC,DOLLAR GENERAL #15900,244,FOREST AVE,BUFFALO,NY,14213,POINT (182559.5567805108 4760159.87102709),17100,CT,2021092,379440,3701,1573,1281,427,854,27625,36,29,17100,both
ERIE,36029016900,709110,DOLGEN NEW YORK LLC,DOLLAR GENERAL #14652,1618,MAIN ST,BUFFALO,NY,14209,POINT (184709.0461050241 4758896.528354465),16900,CT,900018,0,4151,2548,1582,617,965,26095,36,29,16900,both
ERIE,36029015600,709063,DOLGEN NEW YORK LLC,DOLLAR GENERAL #14802,10607,ERIE RD,FARNHAM,NY,14061,POINT (164315.5462969709 4723807.869341201),15600,CT,62973620,314462,2027,1864,872,681,191,29877,36,29,15600,both
ERIE,36029015503,141826,DOLGEN NEW YORK LLC,DOLLAR GENERAL 6977,8790,ERIE RD,ANGOLA,NY,14006,POINT (168455.0993216307 4729447.724728933),15503,CT,43794655,387270,2460,2271,1073,825,248,35938,36,29,15503,both
ERIE,36029015402,740375,DOLGEN NEW YORK LLC,DOLLAR GENERAL STORE #20621,6889,ERIE ROAD,DERBY,NY,14047,POINT (173660.2597998976 4735101.801001201),15402,CT,48235701,2600455,4669,4647,1846,1553,293,35677,36,29,15402,both
ERIE,36029015301,141615,DOLGEN NEW YORK LLC,DOLLAR GENERAL #9631,8229,N MAIN ST,EDEN,NY,14057,POINT (181168.1851895745 4730731.900168139),15301,CT,55510529,107190,4614,4413,1869,1557,312,43479,36,29,15301,both
ERIE,36029015202,704163,DOLGEN NEW YORK LLC,DOLLAR GENERAL #13797,7169,BOSTON ST RD,HAMBURG,NY,14075,POINT (192119.314817809 4731910.681942671),15202,CT,44546968,0,4674,4495,2315,1940,375,44225,36,29,15202,both
ERIE,36029015101,750455,DOLGEN NEW YORK LLC,DOLLAR GENERAL 22699,8680,STATE RD,COLDEN,NY,14033,POINT (197742.3149560119 4728205.694856026),15101,CT,92294578,225200,3324,3266,1328,1160,168,44417,36,29,15101,both
ERIE,36029015003,712819,DOLGEN NEW YORK LLC,DOLLAR GENERAL #14978,122,S MAIN ST,HOLLAND,NY,14080,POINT (209918.5449867377 4726823.691100482),15003,CT,92695544,94365,3350,3268,1471,1166,305,30724,36,29,15003,both
ERIE,36029015002,749810,DOLGEN NEW YORK LLC,DOLLAR GENERAL #21444,6401,OLEAN RD,SOUTH WALES,NY,14139,POINT (206995.3220767681 4734896.545569539),15002,CT,92169877,130985,3002,2935,1274,1210,64,39648,36,29,15002,both
ERIE,36029015002,740534,DOLGEN NEW YORK LLC,DOLLAR GENERAL #19760,11184,BIG TREE RD,EAST AURORA,NY,14052,POINT (207935.3681032288 4741217.932513289),15002,CT,92169877,130985,3002,2935,1274,1210,64,39648,36,29,15002,both
ERIE,36029015001,754805,DOLGEN NEW YORK LLC,DOLLAR GENERAL #23338,650,TWO ROD RD,MARILLA,NY,14102,POINT (209406.3458257134 4750976.180634048),15001,CT,71238508,97287,5386,4967,2149,1997,152,46156,36,29,15001,both
ERIE,36029014903,751042,DOLGEN NEW YORK LLC,DOLLAR GENERAL #21764,12220,WALDEN AVE,ALDEN,NY,14004,POINT (211710.9687630463 4760111.331882843),14903,CT,78247976,475100,5884,5556,2130,1883,247,40242,36,29,14903,both
ERIE,36029014901,142146,DOLGEN NEW YORK LLC,DOLLAR GENERAL #8363,13475,BROADWAY,ALDEN,NY,14004,POINT (215469.847907144 4755602.82034252),14901,CT,7040219,0,2565,2475,1112,791,321,32821,36,29,14901,both
ERIE,36029014804,142033,DOLGEN NEW YORK LLC,DOLLAR GENERAL #10256,12968,MAIN RD,AKRON,NY,14001,POINT (214372.6209453482 4766588.36814864),14804,CT,68369788,515713,3892,3835,1701,1390,311,45221,36,29,14804,both
ERIE,36029014704,755862,DOLGEN NEW YORK LLC,DOLLAR GENERAL #21443,10344,MAIN ST,CLARENCE,NY,14031,POINT (206280.2583496515 4764899.978642032),14704,CT,14135185,167857,3953,3900,1885,1403,482,51165,36,29,14704,both
ERIE,36029014502,141827,DOLGEN NEW YORK LLC,DOLLAR GENERAL 5701,5150,BROADWAY,DEPEW,NY,14043,POINT (199260.1357533039 4756458.943011807),14502,CT,2139770,0,2193,1912,1060,467,593,35491,36,29,14502,both
ERIE,36029014204,754703,DOLGEN NEW YORK LLC,DOLLAR GENERAL #23945,5807,BROADWAY ST,LANCASTER,NY,14086,POINT (202414.0235521488 4755584.700787353),14204,CT,23661835,93069,3884,3829,1873,1340,533,54207,36,29,14204,both
ERIE,36029013802,730565,DOLGEN NEW YORK LLC,DOLLAR GENERAL # 19220,41,BUFFALO RD,EAST AURORA,NY,14052,POINT (202947.7592628375 4741500.018102764),13802,CT,53171090,44713,5454,5411,2197,1869,328,48329,36,29,13802,both
ERIE,36029013702,735095,DOLGEN NEW YORK LLC,DOLLAR GENERAL #18657,2737,SOUTHWESTERN BLVD,ORCHARD PARK,NY,14127,POINT (195468.2132471211 4746555.771324011),13702,CT,18369136,0,5942,5807,2507,1664,843,52679,36,29,13702,both
ERIE,36029013400,141494,DOLGEN NEW YORK LLC,DOLLAR GENERAL 8926,5783,CAMP RD,HAMBURG,NY,14075,POINT (186028.8399691001 4737915.735688357),13400,CT,5605341,0,6508,6321,2796,2116,680,51303,36,29,13400,both
ERIE,36029013202,141493,DOLGEN NEW YORK LLC,DOLLAR GENERAL 9228,6000,SOUTH PARK,HAMBURG,NY,14075,POINT (186836.4001487224 4738259.731441841),13202,CT,16270151,0,5305,5231,2152,1602,550,39885,36,29,13202,both
ERIE,36029012904,142203,DOLGEN NEW YORK LLC,DOLLAR GENERAL #10547,4257,LAKE AVE,BLASDELL,NY,14219,POINT (187585.8944013415 4745311.204453434),12904,CT,5118114,0,3917,3704,1871,1122,749,41417,36,29,12904,both
ERIE,36029012903,751065,DOLGEN NEW YORK LLC,DOLLAR GENERAL #22725,4030,SOUTHWESTERN BLVD,ORCHARD PARK,NY,14127,POINT (189168.5820994538 4742828.598399566),12903,CT,4002427,0,2821,2565,1395,813,582,44681,36,29,12903,both
ERIE,36029012501,141460,DOLGEN NEW YORK LLC,DOLLAR GENERAL 9029,1233,ABBOTT RD,LACKAWANNA,NY,14218,POINT (188932.5179130223 4749079.462942714),12501,CT,2458427,0,4139,3977,1931,986,945,24120,36,29,12501,both
ERIE,36029012002,141506,DOLGEN NEW YORK LLC,DOLLAR GENERAL 9229,3531,SENECA ST,WEST SENECA,NY,14224,POINT (191681.0397425175 4748783.894337009),12002,CT,4113882,0,3666,3603,1513,1126,387,43521,36,29,12002,both
ERIE,36029011100,141491,DOLGEN NEW YORK LLC,DOLLAR GENERAL 8136,93,S ROSSLER AVE,BUFFALO,NY,14206,POINT (190056.7883285265 4754110.836071583),11100,CT,1105597,0,2118,1937,907,783,124,40019,36,29,11100,both
ERIE,36029010902,142119,DOLGEN NEW YORK LLC,DOLLAR GENERAL #10433,2920,WILLIAM ST,CHEEKTOWAGA,NY,14227,POINT (192710.7571447672 4754804.283446371),10902,CT,4101862,0,4454,3983,2300,1162,1138,36330,36,29,10902,both
ERIE,36029010808,710054,DOLGEN NEW YORK LLC,DOLLAR GENERAL #8338,25,GARDENVILLE PKWY,W SENECA,NY,14224,POINT (193234.911238306 4752647.10393761),10808,CT,3229203,0,3818,2941,1750,679,1071,37843,36,29,10808,both
ERIE,36029010500,142934,DOLGEN NEW YORK LLC,DOLLAR GENERAL #13305,2750,HARLEM RD,CHEEKTOWAGA,NY,14225,POINT (191117.3781714995 4758729.285881451),10500,CT,1065665,0,2488,1488,1085,818,267,34392,36,29,10500,both
ERIE,36029010102,142818,DOLGEN NEW YORK LLC,DOLLAR GENERAL #9052,4190,UNION RD,CHEEKTOWAGA,NY,14225,POINT (193626.1814945148 4759762.555740905),10102,CT,2216540,0,4007,2266,1966,673,1293,26836,36,29,10102,both
ERIE,36029009702,744233,DOLGEN NEW YORK LLC,DOLLAR GENERAL #21270,3230,WALDEN AVE,DEPEW,NY,14043,POINT (197938.8835350194 4757653.044572274),9702,CT,2548107,0,4537,3975,1783,1455,328,42054,36,29,9702,both
ERIE,36029009504,707425,DOLGEN NEW YORK LLC,DOLLAR GENERAL #8362,804,WEHRLE DR,AMHERST,NY,14221,POINT (193763.7321572619 4762094.370242512),9504,CT,2967097,0,4855,4438,2031,1269,762,44333,36,29,9504,both
ERIE,36029009200,141338,DOLGEN NEW YORK LLC,DOLLAR GENERAL 8366,3372,SHERIDAN DR,AMHERST,NY,14226,POINT (189405.0647203233 4765653.687817998),9200,CT,5323344,0,4580,2886,2217,1117,1100,34186,36,29,9200,both
ERIE,36029009112,141292,DOLGEN NEW YORK LLC,DOLLAR GENERAL 8245,2329,MILLERS PORT HWY,GETZVILLE,NY,14068,POINT (192821.4091635968 4769237.812073601),9112,CT,3333368,78723,2781,2384,1477,440,1037,45333,36,29,9112,both
ERIE,36029008700,142938,DOLGEN NEW YORK LLC,DOLLAR GENERAL # 11797,3170,DELAWARE AVE,BUFFALO,NY,14217,POINT (184298.6519587096 4764793.995612165),8700,CT,1086552,0,4408,3776,2151,1381,770,42580,36,29,8700,both
